timestamp,GC=F,GLD,consensus_price
2026-07-21 00:00:00-04:00,4052.60009765625,367.5899963378906,4034.644923868128
2026-07-21 00:01:00-04:00,4052.5,367.5899963378906,4034.594875040003
2026-07-21 00:02:00-04:00,4052.39990234375,367.5899963378906,4034.544826211878
2026-07-21 00:03:00-04:00,4051.699951171875,367.5899963378906,4034.1948506259405
2026-07-21 00:04:00-04:00,4052.800048828125,367.5899963378906,4034.7448994540655
2026-07-21 00:05:00-04:00,4054.199951171875,367.5899963378906,4035.4448506259405
2026-07-21 00:06:00-04:00,4052.699951171875,367.5899963378906,4034.6948506259405
2026-07-21 00:07:00-04:00,4052.300048828125,367.5899963378906,4034.4948994540655
2026-07-21 00:08:00-04:00,4053.300048828125,367.5899963378906,4034.9948994540655
2026-07-21 00:09:00-04:00,4053.300048828125,367.5899963378906,4034.9948994540655
2026-07-21 00:10:00-04:00,4050.699951171875,367.5899963378906,4033.6948506259405
2026-07-21 00:11:00-04:00,4050.39990234375,367.5899963378906,4033.544826211878
2026-07-21 00:12:00-04:00,4050.89990234375,367.5899963378906,4033.794826211878
2026-07-21 00:13:00-04:00,4050.800048828125,367.5899963378906,4033.7448994540655
2026-07-21 00:14:00-04:00,4050.699951171875,367.5899963378906,4033.6948506259405
2026-07-21 00:15:00-04:00,4050.60009765625,367.5899963378906,4033.644923868128
2026-07-21 00:16:00-04:00,4051.0,367.5899963378906,4033.844875040003
2026-07-21 00:17:00-04:00,4050.39990234375,367.5899963378906,4033.544826211878
2026-07-21 00:18:00-04:00,4049.5,367.5899963378906,4033.094875040003
2026-07-21 00:19:00-04:00,4048.89990234375,367.5899963378906,4032.794826211878
2026-07-21 00:20:00-04:00,4051.39990234375,367.5899963378906,4034.044826211878
2026-07-21 00:21:00-04:00,4050.0,367.5899963378906,4033.344875040003
2026-07-21 00:22:00-04:00,4049.300048828125,367.5899963378906,4032.9948994540655
2026-07-21 00:23:00-04:00,4049.800048828125,367.5899963378906,4033.2448994540655
2026-07-21 00:24:00-04:00,4049.60009765625,367.5899963378906,4033.144923868128
2026-07-21 00:25:00-04:00,4049.0,367.5899963378906,4032.844875040003
2026-07-21 00:26:00-04:00,4048.89990234375,367.5899963378906,4032.794826211878
2026-07-21 00:27:00-04:00,4048.5,367.5899963378906,4032.594875040003
2026-07-21 00:28:00-04:00,4049.60009765625,367.5899963378906,4033.144923868128
2026-07-21 00:29:00-04:00,4049.5,367.5899963378906,4033.094875040003
2026-07-21 00:30:00-04:00,4050.199951171875,367.5899963378906,4033.4448506259405
2026-07-21 00:31:00-04:00,4050.0,367.5899963378906,4033.344875040003
2026-07-21 00:32:00-04:00,4050.10009765625,367.5899963378906,4033.394923868128
2026-07-21 00:33:00-04:00,4050.5,367.5899963378906,4033.594875040003
2026-07-21 00:34:00-04:00,4050.5,367.5899963378906,4033.594875040003
2026-07-21 00:35:00-04:00,4050.5,367.5899963378906,4033.594875040003
2026-07-21 00:36:00-04:00,4050.0,367.5899963378906,4033.344875040003
2026-07-21 00:37:00-04:00,4051.39990234375,367.5899963378906,4034.044826211878
2026-07-21 00:38:00-04:00,4050.800048828125,367.5899963378906,4033.7448994540655
2026-07-21 00:39:00-04:00,4050.89990234375,367.5899963378906,4033.794826211878
2026-07-21 00:40:00-04:00,4050.800048828125,367.5899963378906,4033.7448994540655
2026-07-21 00:41:00-04:00,4049.89990234375,367.5899963378906,4033.294826211878
2026-07-21 00:42:00-04:00,4052.300048828125,367.5899963378906,4034.4948994540655
2026-07-21 00:43:00-04:00,4051.89990234375,367.5899963378906,4034.294826211878
2026-07-21 00:44:00-04:00,4051.89990234375,367.5899963378906,4034.294826211878
2026-07-21 00:45:00-04:00,4050.60009765625,367.5899963378906,4033.644923868128
2026-07-21 00:46:00-04:00,4050.89990234375,367.5899963378906,4033.794826211878
2026-07-21 00:47:00-04:00,4052.300048828125,367.5899963378906,4034.4948994540655
2026-07-21 00:48:00-04:00,4051.699951171875,367.5899963378906,4034.1948506259405
2026-07-21 00:49:00-04:00,4051.0,367.5899963378906,4033.844875040003
2026-07-21 00:50:00-04:00,4050.800048828125,367.5899963378906,4033.7448994540655
2026-07-21 00:51:00-04:00,4050.5,367.5899963378906,4033.594875040003
2026-07-21 00:52:00-04:00,4051.800048828125,367.5899963378906,4034.2448994540655
2026-07-21 00:53:00-04:00,4051.39990234375,367.5899963378906,4034.044826211878
2026-07-21 00:54:00-04:00,4051.89990234375,367.5899963378906,4034.294826211878
2026-07-21 00:55:00-04:00,4052.300048828125,367.5899963378906,4034.4948994540655
2026-07-21 00:56:00-04:00,4052.800048828125,367.5899963378906,4034.7448994540655
2026-07-21 00:57:00-04:00,4053.5,367.5899963378906,4035.094875040003
